p1name,p2name,p1deploy1,p1deploy2,p1deploy3,p1deploy4,p1deploy5,p1invest,p2deploy1,p2deploy2,p2deploy3,p2deploy4,p2deploy5,p2invest,gametime
Matt,Brian,2012-04-24 14:57:54.478754
Matt,Brian,4.0,0.5,0.0,0.0,0.0,100.0,3.0,0.5,0.0,0.0,0.0,150.0,2012-04-24 14:57:54.478754
