Username,Checked,Activity Level
DanaSmithBooks,0,0
Atomicwoman,0,0
MNSamK,0,0
SylvesterPDX,0,0
mcg1848,0,0
christina_crump,0,0
aLLaBoUtbRiTaNy,0,0
ldenne,0,0
exnucboy,0,0
therealjrut,0,0
cschommer,0,0
billyb93,0,0
DaveWasinger,0,0
jennifercrim,0,0
mscottbone,0,0
RuFreeman,0,0
finderskeifers,0,0
sammygman,0,0
adionnel,0,0
DeanaMoreno,0,0
NancyMAlexander,0,0
kebbets,0,0
LeeBurty1776,0,0
mknevin,0,0
SteveKeller1990,0,0
Logan_Liles,0,0
CaseyLHolston,0,0
chanzster,0,0
cr8progress,0,0
ariellereich,0,0
FBRP,0,0
sx2,0,0
pmkrueger,0,0
dcfooter,0,0
LA_Banker,0,0
Flunoid,0,0
PWS768141,0,0
MikeCarr27,0,0
dallasguy2,0,0
flojito86,0,0
dixiechickidie,0,0
Georgiemutt,0,0
workmademe,0,0
ccgolden,0,0
leftleaningec,0,0
frenchtexas,0,0
jeremypmeyers,0,0
USCKB,0,0
MercPai,0,0
RedIronRaven,0,0
irishpixies,0,0
mksullivan10,0,0
lg17031,0,0
MelissaStordahl,0,0
lcstem,0,0
ryanpriest,0,0
tylerhargreaves,0,0
AARPJeff,0,0
encoreapac,0,0
amykosh,0,0
TheFaceHole,0,0
martinsola,0,0
naoki19810627,0,0
Withninjas,0,0
oli_obi,0,0
policyjunkie,0,0
stacyl61,0,0
Jace_TMS,0,0
ashtalks0711,0,0
mdequinto,0,0
davinasecret,0,0
OffendedNewt,0,0
KazjoTees,0,0
AndrewHuberBHC,0,0
WinMeri,0,0
TheSportsHernia,0,0
k_b_b_,0,0
damarisgaray,0,0
abeprabhakar,0,0
GolfGalSue,0,0
seyiojediran,0,0
bickerfest,0,0
martinp_urb,0,0
elprofe1977,0,0
mirnanda,0,0
nic_fisher,0,0
NTVsAndreaHay,0,0
p_k_n_y,0,0
theprofit_line,0,0
garciagyrl,0,0
bjfresh,0,0
TheRyanS,0,0
collinkent,0,0
StrictlyNumbers,0,0
grivlin,0,0
lbwechsler,0,0
GoodWorkToolkit,0,0
cthorm,0,0
TheEIU,0,0
PhoenixNBethune,0,0
jcollins1821,0,0
WorkingEconBlog,0,0
GenghisNewt,0,0
kpanduku,0,0
coopnytimes,0,0
clinty,0,0
MadGayMan,0,0
2009tpj,0,0
happychik86,0,0
jejunebug,0,0
GOPJezuz,0,0
LucyStag,0,0
LordAndrewToal,0,0
vinaykm,0,0
danielptucker,0,0
rcolvile,0,0
ZachSmith0307,0,0
Lucy2eets,0,0
bolojulius,0,0
hparven,0,0
mrpointer,0,0
mr_gmez,0,0
OnlyAnAmerican,0,0
testostyrannica,0,0
clxmouth,0,0
DearDoug,0,0
VicenteGarcs,0,0
MichaelGrabell,0,0
pcmcgovern,0,0
Journalist221,0,0
st501351,0,0
innocentpete,0,0
LaDellaMSpivack,0,0
MoralLust,0,0
nickhansenMN,0,0
mattstrand,0,0
kathrynkellyPR,0,0
liligil,0,0
KevinSelhi,0,0
mattfleisch,0,0
OptimalClerk,0,0
jbentleyNJ,0,0
RyanFLong,0,0
SophiaOBAMA,0,0
ni3t,0,0
NotDavidFrum,0,0
elpisandwood,0,0
ekfalsington,0,0
sccuban,0,0
pphughes,0,0
CraigOrn,0,0
J_R_Frost,0,0
TheRomneyBrain,0,0
mikeapugliese,0,0
iMatthew_,0,0
BecquerMendoza,0,0
bentrott,0,0
Nyambega,0,0
AdelanteCapital,0,0
MattValentineDC,0,0
zaccuardi,0,0
SirMantic,0,0
GrainInvestor,0,0
sarahhodges,0,0
FrancescaDonner,0,0
xbrother,0,0
greendinjin,0,0
Caution2Wind,0,0
uncleluko,0,0
bluestlight97,0,0
grantgw,0,0
wiltshirejimmy,0,0
teddystern,0,0
romneynope,0,0
NSupermen,0,0
dmetilli,0,0
MBDeCesare,0,0
scotthomasson,0,0
andrwsworld,0,0
abelmarta,0,0
Ihumpwords,0,0
ryders_edge,0,0
BridzitHel,0,0
BFHensel,0,0
fakedansavage,0,0
RexGmanHailMary,0,0
ajbtwit,0,0
zofypojyl,0,0
AndrewBeattie,0,0
tglaisyer,0,0
KandaSwamee,0,0
NLparticipatie,0,0
mike__newman,0,0
zampack,0,0
NYCsally,0,0
AlfonsoMacias7,0,0
lazslo,0,0
taxkilla,0,0
saraniccoli,0,0
jensanders,0,0
senormexigay,0,0
drakepbennett,0,0
seffaflik,0,0
CNHamer,0,0
kirbydrummond,0,0
leighindc,0,0
DanGreenhaus,0,0
brndnpr,0,0
mpdillon,0,0
JenRygler,0,0
FFIVC,0,0
DCProcessWonk,0,0
aejohnsonphd,0,0
mgiardau,0,0
matt_frantzen,0,0
MNSREIS,0,0
AmericanFollies,0,0
Morgan84,0,0
JosephRingold,0,0
UVALivingWage,0,0
nestofspiders,0,0
mpuopolo,0,0
elbarto312,0,0
Medicaidlosers,0,0
boylankolchin,0,0
KatieLongTx,0,0
Dr_Landscape,0,0
lila_allen,0,0
AshieeRuelaaa,0,0
sherifaligater,0,0
moulidi,0,0
guerrillaadvice,0,0
boudreaukr,0,0
dantarlin,0,0
crookesy,0,0
TheArse,0,0
amr47cu,0,0
iris8991,0,0
swoolf001,0,0
debrashigley,0,0
THarrington1206,0,0
gregglenn,0,0
elliotdc,0,0
GeneratingIdeas,0,0
therealneville,0,0
ChadWeinstein,0,0
eriqgardner,0,0
ssp786,0,0
wadecreate,0,0
casimerkowalski,0,0
tourdeforcemma,0,0
Lindytree,0,0
maxberley,0,0
khvmaps,0,0
colorabob,0,0
JulieConnan,0,0
21cardinalrules,0,0
mjbrown79,0,0
fnx,0,0
johnstallcup,0,0
chrismurphy12,0,0
CouponsKelly,0,0
campra,0,0
peterkatsenis,0,0
shay_pratt,0,0
seanbook,0,0
DominicFurlong,0,0
MikeyO73,0,0
vojislavtomic,0,0
WolfPacWI,0,0
janekinninmont,0,0
dwada88,0,0
SmokyC,0,0
chriswilsondc,0,0
savespecies,0,0
emersonkingsley,0,0
cjg2127,0,0
SoonerSays,0,0
IanBunn,0,0
bigchicken170,0,0
AndrewShipley,0,0
ZhTMarie,0,0
JohnBenjaminWrd,0,0
blakesisk,0,0
Sammy1282,0,0
7omB,0,0
infinitelyhuman,0,0
swaaanson,0,0
SethGitter,0,0
askcorinne,0,0
SarahSabshon,0,0
jafpro16,0,0
xwaldie,0,0
aeirlys,0,0
AliceandRachel,0,0
jhfrith,0,0
jsnspringer,0,0
TonyTLo,0,0
NicholasBlendy,0,0
jlhommedieu,0,0
WesleyLowery,0,0
loring3,0,0
garyrquinn,0,0
politicsviewer,0,0
Hwoodpolitix,0,0
Aaron_C_Hall,0,0
Hesiod2k11,0,0
Scalabrine24,0,0
kenbeeson,0,0
elenacallahan,0,0
molplot,0,0
pedcab77,0,0
TracyFrydberg,0,0
humanjunglegym,0,0
MrExFromTheLeft,0,0
GOPMachine,0,0
gVermandel,0,0
ImTheDecider,0,0
F_da_Vote,0,0
RobbinSimmons7,0,0
appiriojohn,0,0
SollysDC,0,0
garyjhicks,0,0
philiptallon,0,0
PaulGoeppner,0,0
bmhirsh,0,0
bsdboop,0,0
Eric970,0,0
rwhitnell,0,0
middaywithdon,0,0
iOnPoverty,0,0
Tsemnar,0,0
Sumit_Gulati,0,0
jkk1204,0,0
YannickLeJacq,0,0
memoirofaredemp,0,0
ajrichar,0,0
ButtercupD,0,0
WorldCupRioBraz,0,0
Claudia_Gibson,0,0
ttipton1,0,0
maxrf3r,0,0
King5555,0,0
skbktimes,0,0
danreid,0,0
FasterthanShaun,0,0
kellychimene,0,0
kimberlytruth,0,0
netozai,0,0
bs2121,0,0
DiegoUK,0,0
agarciaceja328,0,0
Globalpolitic,0,0
benhiller,0,0
NewtSchrute,0,0
CNU_CTX,0,0
femacampinmate,0,0
melissajking,0,0
hyperbolicdude,0,0
mememeOH,0,0
estella_go,0,0
DanPaulOwen,0,0
SeanGHiggins,0,0
janwe,0,0
jackvwylie,0,0
GSchlesFTW,0,0
Marguerite_FFD,0,0
TheRealSting_,0,0
spudchapp,0,0
fizzbam,0,0
ChantChantilly,0,0
wardpenfold,0,0
antonemdin,0,0
abdo2412,0,0
TraceySwans,0,0
KurtCoolBlue,0,0
bundorf,0,0
JakeReif,0,0
ConstantinosMar,0,0
dschwentker,0,0
anick1989,0,0
londoncrockett,0,0
timmywest,0,0
xpistofep,0,0
azulfoto,0,0
just_az_i_am,0,0
lynzbarnes,0,0
daedalus5000,0,0
amsekaran,0,0
upsidedwnworld,0,0
newsfromINN,0,0
dawnelliott1,0,0
petergardett,0,0
TheJiddler,0,0
PJPCMEdia,0,0
RL_Miller,0,0
EBHarvill,0,0
IndyHardR,0,0
Kusand,0,0
imrevolting,0,0
LomaxJake,0,0
RosenfieldProg,0,0
scicamwa,0,0
WizardsTix,0,0
soylentgoodness,0,0
greatwahl,0,0
lizskalka,0,0
cbdcmd,0,0
AlexanderRames,0,0
jenn_whiteAVL,0,0
koffeefrkeleven,0,0
wufire,0,0
chewacow,0,0
ICEEDNIGERIA,0,0
eliza_shines,0,0
rafquez,0,0
PaulineCMason,0,0
HowardGrossman,0,0
JMcGloinKing,0,0
DieahCucoooekk,0,0
gpena,0,0
mikesmith076,0,0
JeffDavies206,0,0
frederickafable,0,0
wyattbrake,0,0
LibertyMinded,0,0
Miguel_Carl,0,0
Jackwcarey,0,0
CLEinMTC,0,0
Neifiperez,0,0
MinkoffMinx,0,0
schnargy,0,0
KaraNSlade,0,0
aestrada3,0,0
CarterHarms,0,0
southwestusers,0,0
vikingtori,0,0
j_rossman,0,0
nickzulovich,0,0
BabyAlcatraz,0,0
wallyg17,0,0
brettmynameis,0,0
J1980m,0,0
catterton,0,0
lukeealexander,0,0
lennonflowers,0,0
KromahSita,0,0
jimOA,0,0
vahalia,0,0
M_Toney,0,0
rmichaelmoore,0,0
thomasclark92,0,0
Ocean_Child_7,0,0
PoorMargaret,0,0
w_jameskenton,0,0
octopus_seppuku,0,0
joecarnahan,0,0
NeeravKingsland,0,0
hendoges,0,0
AuthorMSullivan,0,0
stayhungry23,0,0
NYDNHelenK,0,0
ZeitgeistShover,0,0
MattArancio,0,0
jamiej182000,0,0
mikhorstman,0,0
KevinWaskelis,0,0
AlexandraIToma,0,0
tcfriedrich,0,0
ExNikhilo,0,0
MichLancaster,0,0
JonWils6,0,0
eliotware,0,0
ndrwschmidt,0,0
BimIsFromSweden,0,0
ASHRAE_Ames,0,0
paulequis,0,0
jeffatdowjones,0,0
valerie3393,0,0
babevigoda,0,0
TomBondurant,0,0
truthseekerk,0,0
davidjnicolas,0,0
AskAKorean,0,0
FizzingBeaker,0,0
kingcouriersf,0,0
WalterLinney,0,0
ColinMcKeon1,0,0
boozecabinet,0,0
Gazdoogle,0,0
NateWilliams_,0,0
bennythepill,0,0
DiHard11,0,0
TheTalmidian,0,0
kvetchingyenta,0,0
essplode,0,0
mrCLEANqs,0,0
abrahamjoseph,0,0
apopez,0,0
Claudiaruiz,0,0
AlexBlatt_HB,0,0
TIMEBusiness,0,0
paul_mcmorrow,0,0
fxaviermac,0,0
care4yourfuture,0,0
anonomia,0,0
NestaDreams,0,0
npharrisciurej,0,0
ravasiomanu,0,0
RaghuWrites,0,0
PushedLeft,0,0
carlbaker,0,0
amandapietersma,0,0
RvonLoon,0,0
pedroreinaperez,0,0
rgcarleton,0,0
MysticJerome,0,0
sheiscynful,0,0
Dharma128,0,0
EarthlyJay,0,0
DemJudyOR,0,0
Metropolitik,0,0
NHRepRoberts,0,0
mmabeijon,0,0
MrBigDoAlot,0,0
bluesmixnow,0,0
michaelpmetzler,0,0
EloiseMaki,0,0
Jon_Pollak,0,0
knck1es,0,0
cdorobek,0,0
mikeconlow,0,0
cliffordlarcom,0,0
Blonde_Roast,0,0
CaraAllieRay,0,0
yashin_lover,0,0
c8fisher1,0,0
TheEmmaGame,0,0
WalkerWire,0,0
appcomprof,0,0
StephenAbott,0,0
DarylHopper,0,0
kingofchapter1,0,0
Ed_Baines,0,0
michaelszendrey,0,0
beckystamp88,0,0
ThomasJablonski,0,0
CdnMod,0,0
RhetorRyan,0,0
EricBradbury,0,0
Wonder_dick,0,0
coralwisp,0,0
pleasuremotors,0,0
Mitch_Hoffman,0,0
nicholsong,0,0
DeMatteoUNIpost,0,0
lightningboltz,0,0
KayHymowitz,0,0
w1llum,0,0
joesmyth,0,0
David_M_Holmes,0,0
Kellogg_PMGC,0,0
andyskuce,0,0
rosyresources,0,0
scoty2htycolati,0,0
josewhales,0,0
sarsathome,0,0
tsemoore,0,0
Chris__Lovell,0,0
bbblog1,0,0
mikeycanna,0,0
SBoomhower,0,0
Laneie,0,0
widelight,0,0
ananelson,0,0
johnfarr,0,0
bsfanning,0,0
NBSmithDC,0,0
azizonomics,0,0
schwartzapfel,0,0
JoeTimmerman,0,0
rutherfordbhaze,0,0
stephenfrandsen,0,0
DCCouncil,0,0
JustCapitalism,0,0
Dom_Walsh,0,0
ZFount,0,0
wgthomas7,0,0
thedailybanana,0,0
jsmartz13,0,0
WillGregory4,0,0
kateredburn,0,0
MrMattHermann,0,0
Guy_Crouchback,0,0
CPaulCollins,0,0
maineroots,0,0
creekwood9,0,0
aBelgian,0,0
mattcrford,0,0
The_Punctuation,0,0
Morgayze,0,0
MrKyleBenn,0,0
AterEques,0,0
WhiteBdAdvisor,0,0
aragusea,0,0
HiringTesting,0,0
DavidBsn,0,0
CSPC_DC,0,0
ginacali,0,0
AlanZibel,0,0
OnitaBangert700,0,0
ryanpdwyer,0,0
inetpriyan,0,0
chikitafawzi,0,0
atm0spheric,0,0
harminderatwal,0,0
SuzanneBalaban,0,0
GNardella,0,0
traceydwalsh,0,0
SWATSWOT,0,0
calenic_67,0,0
AbdulrahimDasin,0,0
jamesxue100,0,0
noogsandbabya,0,0
garystager,0,0
maestro501,0,0
spicariello,0,0
OPUS506,0,0
WDougWise,0,0
HaroldWallin,0,0
CincyCapell,0,0
tunod9651,0,0
LarryVNN,0,0
stealthmind,0,0
Ziphrodes,0,0
danielkourosh,0,0
elistern,0,0
palnickj,0,0
EmilyHogin,0,0
seanlissemore,0,0
xsarahsaysx,0,0
instigating,0,0
hoftmeister,0,0
rejekidugi,0,0
shyamuw,0,0
SavageUSW,0,0
ClaesBackman,0,0
wilcomades,0,0
blairxy,0,0
taylor_wright,0,0
ChangeWalmart,0,0
Alicelabana,0,0
mrepka,0,0
rossswhite,0,0
GilCheyMaq,0,0
RSachetta,0,0
Qaisar363,0,0
JaredCButler,0,0
tim_niblett,0,0
arachnophiliac,0,0
JPAmolat,0,0
maxw3st,0,0
veeenj,0,0
mjdescy,0,0
Jondreas,0,0
08023626199,0,0
PresidentRonmey,0,0
EleanorLuther,0,0
zachahess,0,0
tbschroed,0,0
spnjoroge,0,0
Todayseconomy,0,0
Jonah_Houston,0,0
digitalarati,0,0
christiansarkar,0,0
dnvolz,0,0
mcdcpa,0,0
DavidBeckworth,0,0
MajorLongfont,0,0
jschardin,0,0
richstockwell,0,0
rbravender,0,0
pianochick88,0,0
zhindin,0,0
seanaddi,0,0
ellswota,0,0
tom_harrington,0,0
Oolone,0,0
Leonmwc,0,0
therealjensale,0,0
LinceRantelobo,0,0
PecanTarts,0,0
mishabuchel,0,0
ericf13,0,0
RichardHansen,0,0
occupyuranus420,0,0
damienrivkin,0,0
Dlutterbeck,0,0
mranalletta,0,0
PolitiCohen,0,0
EricKlinenberg,0,0
kusehto,0,0
werdswerds,0,0
katiabachko,0,0
kwsajdak,0,0
benbhwilcox,0,0
BenPeisch,0,0
OECD_Washington,0,0
DavisExecutive,0,0
mragh,0,0
Carter_Hutch,0,0
bkfarmyards,0,0
TimeshareBrokr,0,0
GabberFlyers,0,0
rdrake2929,0,0
PeterAalen,0,0
Aaronlev14,0,0
Knapper84,0,0
kurtpeacock,0,0
rami_kiwan,0,0
RandySF45,0,0
galan_oscar,0,0
shadowlands4,0,0
cynicusprime,0,0
itzel_hiroshi,0,0
waunaruss,0,0
TOR_WALKER,0,0
Xpectra1,0,0
newsme_politics,0,0
michaelemay,0,0
SonicFox164,0,0
clvfaninclt,0,0
atredlake,0,0
Suge_Grits,0,0
orcatech,0,0
RomneyDawg,0,0
nod32cluchy,0,0
yetundejunaid,0,0
yorkpapou,0,0
anitappatil,0,0
abakumovmaxim,0,0
cherry75,0,0
Liqdfire,0,0
dreysamuelson,0,0
obeselowlife,0,0
mweissmd,0,0
politicsandporn,0,0
The_American76,0,0
TsvikaRabkin,0,0
HuggyBearOfDoom,0,0
tourdejeff,0,0
timjbd,0,0
mpgarza2,0,0
CalmApparatus,0,0
Ihatediamonds,0,0
Jadagul_Prime,0,0
VennPolitics,0,0
GlobalLiberal,0,0
annette2372004,0,0
alexblackacre,0,0
1BrianKennedy,0,0
irmerrifield,0,0
MisterColombia,0,0
eellio,0,0
thekevinclarke,0,0
kiseidoster,0,0
SamuelDolson,0,0
idolsofthemind,0,0
glo_tea,0,0
fredbangs,0,0
rgriffith81,0,0
futurediplomat,0,0
going2pieces,0,0
jorgebarba,0,0
lukasmcg,0,0
JUSINO_CAPS,0,0
bettinasays,0,0
gweirydd,0,0
Ryan_Kenny1,0,0
currey_g,0,0
Fruitsaladfam,0,0
Double_Helix_CN,0,0
robssussman,0,0
ConnectAki,0,0
Forex56,0,0
realfaustus,0,0
Shishiqiushi,0,0
NewsDebate,0,0
zdanivsky,0,0
infopank,0,0
YankeeCynic,0,0
flozha,0,0
meganelizabet,0,0
ieppler,0,0
whatsupmonty,0,0
HansEcon,0,0
Iceangel222,0,0
ElisiaLau,0,0
hempflowerpower,0,0
thetrawler_org,0,0
VincentStaunton,0,0
FIRMEproduction,0,0
christinefavara,0,0
Supernaut1977,0,0
MissDawn592,0,0
Busplunge,0,0
flubinandrew1,0,0
carlstewart,0,0
obs3147,0,0
groobiecat,0,0
thys0623,0,0
brettsmiley,0,0
marissanewhall,0,0
JustinJoyette,0,0
mamacorin,0,0
MattSimonton,0,0
adamtvaccaro,0,0
clauser1,0,0
BorzouDaragahi,0,0
bkunkel3,0,0
unhealthycrush,0,0
MartinSinderman,0,0
WuZhaoli,0,0
Keefy,0,0
1066Madeline,0,0
keithmr81,0,0
rotelnochbaljan,0,0
kris_alexander,0,0
burgngld,0,0
3Gypsy,0,0
rhondakaye1,0,0
PureGuesswork,0,0
SedonaDotBiz,0,0
tdominey,0,0
GEConsult,0,0
Thinking_Helps,0,0
scottpsolomon,0,0
cnads32,0,0
Platoo_37,0,0
oliverchris1994,0,0
Gerrrty,0,0
Branchoe,0,0
SteenKJW,0,0
linibruns,0,0
holleyvaughn,0,0
PoliticalPT,0,0
JonGhosh,0,0
DiogenesBrown01,0,0
braingain,0,0
DanielAlpert,0,0
snowline,0,0
capo315,0,0
tecss,0,0
DonaldWasserman,0,0
danup,0,0
cdaggettrun,0,0
KThomtweets,0,0
vbraman,0,0
BrandingObama,0,0
ColumbiaCouncil,0,0
nramacha,0,0
LisaLReed,0,0
JohnstonCD,0,0
tomkeene,0,0
FemikazeComedy,0,0
Scion2011,0,0
ridgebardo,0,0
nickeisenkraft,0,0
sarahstankorb,0,0
itsound,0,0
marstrina,0,0
Austan_Goolsbee,0,0
rberger,0,0
cnew,0,0
Rich_Siegel,0,0
davidljoiner,0,0
martinheintzel,0,0
bonkers_blunder,0,0
Ajaxon70,0,0
jnaecker,0,0
dkarpay,0,0
atthedacha,0,0
PeacefulWorld4U,0,0
askmormongirl,0,0
craigcrossland,0,0
crowdedfalafel,0,0
abdo9ali,0,0
diegofilmus,0,0
stegermeister,0,0
APalleschi,0,0
wpinkerton,0,0
aprilmayparker,0,0
mreils,0,0
NurulAlam11,0,0
lustrefound,0,0
RichFernandez,0,0
_zs,0,0
jakedakota11,0,0
MarilynM,0,0
freedman_josh,0,0
tnofuentes,0,0
SmallPotatoes42,0,0
LarryStCroix,0,0
Joe_August,0,0
suboticjelena,0,0
andycullison,0,0
egbg33,0,0
nadrenonj_nj,0,0
SteveBrant,0,0
Fededitor,0,0
AvariceMine,0,0
RonPaulBlart,0,0
je_mclaughlin,0,0
ChrisVerene,0,0
Jalop_Nick,0,0
grabbeh,0,0
A_H_Goldstein,0,0
e2blog,0,0
smmshishya,0,0
AdamSamCohen,0,0
NinomiyaEssay,0,0
HighStSavinClub,0,0
nftuttle,0,0
ibeevul,0,0
mychalsmith,0,0
PatrickMoran723,0,0
bselassie,0,0
DFrancon,0,0
educonomics,0,0
fixedframe,0,0
Sociopowerment,0,0
amyashmat,0,0
davidwolman,0,0
TomCurtis6,0,0
BenDWalsh,0,0
Maggid,0,0
SoCalTBRescue,0,0
shripal734,0,0
BuddyRoemer,0,0
eatglobal,0,0
joke2power,0,0
theduker7,0,0
existentialbflo,0,0
evangelinemaria,0,0
EWaynePowell,0,0
alefent,0,0
jneeler,0,0
thatmags,0,0
SampsonPatrick,0,0
evilpessimist,0,0
blograham,0,0
krissykitty1977,0,0
AdamWollner,0,0
hbpot,0,0
bglilley,0,0
dsantamonica,0,0
leereamsnyder,0,0
claretblueblood,0,0
TBender15,0,0
rabignardi,0,0
goofusmcnoofus,0,0
SamScranton,0,0
JJ3lyrics,0,0
jrobins08,0,0
PublicInterests,0,0
RetireeBenSltns,0,0
jon_biggs,0,0
OlaAhlsen,0,0
aj_pant,0,0
my_name_is_todd,0,0
davenoz,0,0
AHIPCoverage,0,0
HaitiCrowder,0,0
BiFocalPoint,0,0
jzsint,0,0
mickthegilk,0,0
OrangeCntyTXDem,0,0
PriceSignals,0,0
jax4n6,0,0
joatmon14,0,0
smcdnyc,0,0
TheMitya,0,0
Caro_Lalonde,0,0
MichaelPetrilli,0,0
andreyshvets69,0,0
anders_com,0,0
areederickson,0,0
leighmunsil,0,0
mkutchecon,0,0
taranaki66,0,0
eclecticbrotha,0,0
carlaisroberta,0,0
fandmdems,0,0
freedthinking,0,0
t_deg,0,0
dfukuzawa,0,0
buildingengines,0,0
facthealth,0,0
ErickNave,0,0
publicmic,0,0
samfsanders,0,0
ShaunMaynard,0,0
KelseyHCN,0,0
sarahcmmcgann,0,0
ZGhaznavi,0,0
joshmiguelsdele,0,0
RayPayola,0,0
Nopepperdotnet,0,0
Crazy_Bovine,0,0
stingpin,0,0
indra1964,0,0
antipodeecon,0,0
MysteryDinner,0,0
MarlaGilsig,0,0
AdeelahH,0,0
Ryan_Murphy_,0,0
andrewspector,0,0
mromero0815,0,0
earuoff,0,0
sawyer_street,0,0
TallCurly,0,0
mainemikey,0,0
GForce_One,0,0
iflipdiamonds24,0,0
g5member,0,0
ROntiveros11,0,0
zabebent,0,0
rakemyleaves,0,0
RobertWHoward,0,0
explosonic,0,0
tiEliza,0,0
micahcohen,0,0
secureRAD,0,0
japoushter,0,0
Bob_Loblaw77,0,0
Vulture_Capital,0,0
rlehrman1,0,0
Brian_L_90,0,0
newsynerd,0,0
colleenflynn,0,0
BJMendelson,0,0
loganchadde,0,0
ocanannain,0,0
shaziayamin,0,0
BFSEsq,0,0
JWeindling,0,0
MatthewWGraff,0,0
samjwong,0,0
pauldiblasi,0,0
jzhb,0,0
MAYLA94,0,0
EconomicRecess,0,0
denizhan_duran,0,0
fleshberkowski,0,0
DGWilkinson,0,0
DannydeCorral,0,0
darrenreid,0,0
theChrisDavila,0,0
scrappyhauser,0,0
hrosenkrantz,0,0
sklukoff,0,0
Dynagrip,0,0
KeoWhittaker,0,0
ns_mehdihasan,0,0
SeniorTransInfo,0,0
bifflatourette,0,0
whatsinitforme,0,0
twestberg,0,0
standstill,0,0
LindgrenAsbrink,0,0
chrisacopland,0,0
nevesaydie,0,0
fkritter11,0,0
brianbeedavis,0,0
LoyalOpp,0,0
mr_beaumeister,0,0
WoodenBadger77,0,0
Atyrell,0,0
AbeerMohammed90,0,0
lewandorkski,0,0
moriza,0,0
EAllen0417,0,0
geenacova,0,0
missyleone,0,0
Steve_M444,0,0
JeremyIntal,0,0
RJDHT22,0,0
wgcox,0,0
joshchouse,0,0
NdotKess,0,0
Jan_Lee0519,0,0
ajbilek,0,0
tekathomas,0,0
widmerpool,0,0
alexmullaney,0,0
fredophilly,0,0
ChristopherTerr,0,0
SarahArnold8,0,0
MeeshMoosha,0,0
pullthecork,0,0
anthony_dimenna,0,0
JasonKennedy10,0,0
Shaz1aS,0,0
Sullivan1Chris,0,0
hurricaneCMG,0,0
BarronSherer,0,0
Katihovey,0,0
a_d_r_i_a_n_o,0,0
PAdlertime,0,0
Bunda_ailsafa,0,0
mtb07,0,0
ashokpujari1,0,0
JulieC_Hunter,0,0
ADonster,0,0
MattKadow,0,0
McNish21,0,0
MichaelPlitt,0,0
leahgolby,0,0
BusinessFCasual,0,0
htsh,0,0
ExCBOHealth,0,0
mattling,0,0
WaxBrain15,0,0
TimOBrien,0,0
meerabee,0,0
skschaefer,0,0
JohnTMeldrum,0,0
a1rplane,0,0
stormsewer,0,0
ChicagoVLive,0,0
MikeSchiano13,0,0
ND_Lopez,0,0
Curtiswat,0,0
nickelstar5,0,0
jschmittpdx,0,0
nicholawtucker,0,0
creatingcarrie,0,0
soWhack,0,0
joncarlson,0,0
sonaliranade,0,0
CGLnyc,0,0
GilGunderson1,0,0
Garmark93,0,0
DMCantor,0,0
RiehlAlice,0,0
Bridgeburner17,0,0
aviatrix718,0,0
edmundedgar,0,0
DaveReese65,0,0
carmelmelouney,0,0
coque9,0,0
KevinDyrland,0,0
Ken_Davis,0,0
alegarrrr,0,0
Athomp810,0,0
GregBigelow,0,0
Pburnett22,0,0
DusWilloughby,0,0
dougynova,0,0
calamity_mike,0,0
jaym3,0,0
skitshivets,0,0
_mikegriffith,0,0
TopixPolitics,0,0
earlies,0,0
Evan1415,0,0
majboor7,0,0
realslycharles,0,0
scottgaler,0,0
ryan_essman,0,0
JKMcConnell,0,0
andymbowen,0,0
retheauditors,0,0
AnthonyPapa,0,0
ruthstarkman,0,0
ofoughlu,0,0
ChPilgrim,0,0
GreenPaddocks,0,0
joeydhansen,0,0
Violetrical,0,0
DanBischoff,0,0
mikedarner,0,0
malikalmi,0,0
AnnPettifor,0,0
econstreams,0,0
caltchek,0,0
PerScholas,0,0
EconZach,0,0
pmiller67,0,0
lawnav,0,0
zaza6141,0,0
cynical_bombast,0,0
LBinTheDistrict,0,0
kittukolluri,0,0
ErichDonahue,0,0
CashBoxplc,0,0
sarawithnh,0,0
Lauren_Singer,0,0
g1221139,0,0
meg5042,0,0
clarefarrell,0,0
Maherlecoureur,0,0
pseudepigraphon,0,0
brianwiersema,0,0
cchalancon,0,0
jmpottier,0,0
Slatefr,0,0
keating_co,0,0
Kelpgull,0,0
catatoniatoday,0,0
Versiecancerywb,0,0
difrango11,0,0
hipstamagazine,0,0
darcydoran,0,0
jayholler,0,0
N4ProgressUSA,0,0
ray_sat,0,0
davetempleman,0,0
mcreer,0,0
AndrewUlbrich,0,0
MustHateDogs37,0,0
shlomoarnon,0,0
JDfashion,0,0
chwyant,0,0
Waddell_Kim,0,0
abbygrayzel,0,0
energyann,0,0
MaxxxDoppler,0,0
BayRockFan,0,0
LizzieCady,0,0
JasonKuykendoll,0,0
jkochar,0,0
austinalter,0,0
glimigrim,0,0
mike_santora,0,0
progresstitute,0,0
mego2400,0,0
Chrisjazz,0,0
daniellebourey,0,0
BenPauker,0,0
shianux,0,0
Jeremis35,0,0
GMJFF,0,0
Stewarttoo,0,0
Mahinth,0,0
dylattante,0,0
alpeshtwitting,0,0
merxaus,0,0
harej,0,0
abbeybominabl,0,0
PupsherLive,0,0
cannedcat,0,0
edsnews2,0,0
tidbitsonthego,0,0
WR_,0,0
agecprof,0,0
spinozaster,0,0
brianbergfeld,0,0
MattBowen,0,0
quimbolito,0,0
PrometheusAdvoc,0,0
3_DollarBilly,0,0
