Username,Checked,Followers List,Followers Count
steven_koch,1,0,
ChrisCafero,1,0,
owenmarsden,1,0,
Melspjr1,1,0,
NighthawkIB,1,0,
PSparding,1,0,
Ray_Harmon,1,0,
Kateshon,1,0,
SimonCopland,1,0,
BenRegenspan,1,0,
dropdownbox,1,0,
G_Weinberg,1,0,
JonathanVogeler,1,0,
dulzspeaks,1,0,
djhaza,1,0,
KTRG,1,0,
jermerkel,1,0,
hadleynj,1,0,
JordanAHoward,1,0,
amaloney24,1,0,
ccrippes,1,0,
bornandbredOAK,1,0,
lisatozzi,1,0,
LDoren,1,0,
AndyO2,1,0,
nicksherlock,1,0,
CkEvan,1,0,
alanamoceri,1,0,
newdust,1,0,
djmadscribbler,1,0,
HerschelKeck,1,0,
mfrednielsen,1,0,
DannyBraaten,1,0,
Meri_J_Power,1,0,
ctgrundm,1,0,
santivalenz,1,0,
citypolis,1,0,
HistTeacher1453,1,0,
NuisanceValue,1,0,
Publisys,1,0,
RolaenelDF,1,0,
joanagh,1,0,
NoExitRadio,1,0,
charlottewest,1,0,
kanonfoundation,1,0,
haarpcontrol,1,0,
Underverce,1,0,
PrayersForOBAMA,1,0,
pmlagasse,1,0,
MPBuzza,1,0,
miscellanyblue,1,0,
corywleonard,1,0,
EllieNeffPowell,1,0,
manuelrico,1,0,
BelenBarreiro_,1,0,
codywaitenb,1,0,
mershoncenter,1,0,
MandyPeyton,1,0,
MattGlassman312,1,0,
RadarLake,1,0,
SPagliari,1,0,
EINUSStateNews,1,0,
PowersDylan,1,0,
zacharymears,1,0,
aleixcuberes,1,0,
CCFarre,1,0,
Allegheny_Dems,1,0,
eagleJME,1,0,
selichko,1,0,
fzusher1,1,0,
JoeSirodcar,1,0,
kanecarlock,1,0,
CllrMcGuinness,1,0,
jack_doherty,1,0,
ilevido,1,0,
brodie__g,1,0,
DaveAlbertson,1,0,
swimyourownway,1,0,
Bethany308,1,0,
ReneeSummers,1,0,
michellewallace,1,0,
nzruthdesouza,1,0,
Mica4Life,1,0,
popsthom,1,0,
FasterthanShaun,1,0,
jenkiiim,1,0,
marekrybar,1,0,
ngqua,1,0,
lydiajhayes,1,0,
KafkanDream,1,0,
markgmc12,1,0,
PhilosophersEye,1,0,
JozefOpet,1,0,
CA_Mod,1,0,
dweak4,1,0,
MBarakso,1,0,
eazyellis,1,0,
davidspatel,1,0,
DamienBol,1,0,
twetzling,1,0,
Adam_Lombardi,1,0,
dachtweets,1,0,
sdreese,1,0,
shrutikorada,1,0,
DCDiners,1,0,
Charlie98022,1,0,
cd_lucas,1,0,
danatgu,1,0,
folegatticarol,1,0,
GeneGualtieri,1,0,
romaistanbul,1,0,
TonyMadonna5,1,0,
ranveigdf,1,0,
vandvblog,1,0,
JClarkDavis,1,0,
paulbfagan,1,0,
melissaleesands,1,0,
rdomanski,1,0,
cspdc,1,0,
SteusloffWPA,1,0,
antdlf,1,0,
NateMJensen,1,0,
tedsvo,1,0,
simonboggis,1,0,
SuffolkGVT,1,0,
brycecorrigan,1,0,
lluisrcamino,1,0,
RedCladLoon,1,0,
Dralhusein,1,0,
JeremyMassey,1,0,
Fioraia,1,0,
yuvalweber,1,0,
OksergCram,1,0,
Peter_H_Urban,1,0,
BuffDavis,1,0,
jgeesing,1,0,
RFIEA,1,0,
kevinkarpiak,1,0,
benjrooney,1,0,
dimobe,1,0,
blfraga,1,0,
OnpointOutreach,1,0,
CompTechNews,1,0,
vicitimor,1,0,
Rguibs,1,0,
greggmcclymont,1,0,
ccap39,1,0,
risingbricsam,1,0,
rpmusgra,1,0,
ssantiuste,1,0,
amyladley,1,0,
markschemper,1,0,
ClaireAdida,1,0,
True__Grits,1,0,
GeoffreyDollars,1,0,
BJPolS,1,0,
jericsinger,1,0,
MichaelMalbin,1,0,
warWren,1,0,
KyleLSaunders,1,0,
omarbsr,1,0,
hjbastedo,1,0,
jkresic,1,0,
yorkphilosophy,1,0,
rolandparis,1,0,
james_vreeland,1,0,
AVD911,1,0,
CaviarCommunist,1,0,
rileyscottc,1,0,
poliblogger,1,0,
hmylonas,1,0,
CambUP_PoliSci,1,0,
DiogoCMoreira,1,0,
zriskind,1,0,
glennnb,1,0,
adasiqueira,1,0,
Troy_McMullan,1,0,
ericibid,1,0,
FabianNeuner,1,0,
InkSptsGulliver,1,0,
Minzo,1,0,
rsjohnson_ron,1,0,
piercestanley,1,0,
GarrettBB,1,0,
dandrezner,1,0,
JTSTheHill,1,0,
evanmck,1,0,
whatsdascoop,1,0,
eljorobado,1,0,
santinoregilme,1,0,
Polk011,1,0,
alwiz14,1,0,
SokanuPolitical,1,0,
ErikBleich1,1,0,
dansinh,1,0,
speechboy71,1,0,
drbekafigo,1,0,
aarjand,1,0,
JonRPHarrison,1,0,
sebabbot,1,0,
SimonFParker,1,0,
eboswellrega,1,0,
MeanStreakFTW,1,0,
mitcharmbruster,1,0,
TheSuggmeister,1,0,
mablunk,1,0,
auhme82,1,0,
AriasEric,1,0,
CPWforHome,1,0,
_sandeepprakash,1,0,
palmacpolitics,1,0,
lenottesen,1,0,
baratunde,1,0,
bigtentrevue,1,0,
dylanmatt,1,0,
ardoinpj,1,0,
crysfish,1,0,
MichaelPreston,1,0,
Beulahmo,1,0,
JulianLeuthold,1,0,
AbuReeeesh,1,0,
matthewclifford,1,0,
allanbrauer,1,0,
Smartypants32,1,0,
joannakakissis,1,0,
Waltzman,1,0,
thisisboris,1,0,
ben_fifield,1,0,
wtomasko,1,0,
Anna_Greenberg,1,0,
beebigelow,1,0,
nadezhda04,1,0,
cochrane_utsc,1,0,
calimellis,1,0,
jtwalsh0,1,0,
EricaChenoweth,1,0,
ChrossTalk,1,0,
radu_mihail,1,0,
corey_black,1,0,
fpervez1,1,0,
traviscrayton,1,0,
JohnCluverius,1,0,
tdelehaunty,1,0,
DianaLFriedline,1,0,
JaroslavHlusek,1,0,
mawnikuh,1,0,
ADanielleD,1,0,
RobRoutzahn,1,0,
Jennifer_MK,1,0,
Strivinginsc,1,0,
johnmvriggs,1,0,
cmorgangmu,1,0,
peterlesser,1,0,
OnTheSquareBlog,1,0,
brookescannell,1,0,
IgCepeda,1,0,
peterjohn10,1,0,
NateKelly9,1,0,
RuthMarcus,1,0,
mtorricot,1,0,
_anandv,1,0,
FabulousNujood,1,0,
M_A_Bailey,1,0,
ireneerutema,1,0,
iuvenisaeternus,1,0,
szaulo,1,0,
gregmunno,1,0,
mstaisch,1,0,
Beltway,1,0,
justinbfox,1,0,
NarberthKerns,1,0,
vavreck,1,0,
phatgalactus,1,0,
Becca_Newman111,1,0,
jose_rivera,1,0,
anngelazul,1,0,
deafdumbdone,1,0,
UrjaMittal,1,0,
Mayer_of_town,1,0,
DrIanHall,1,0,
ctdawes,1,0,
cegmondiale,1,0,
PacificStand,1,0,
mzak123,1,0,
marioguerrero,1,0,
MeirWalters,1,0,
BarryDriscoll,1,0,
kieran11,1,0,
aiammaia,1,0,
jilltheobscure,1,0,
dalalmawad,1,0,
eleomatt,1,0,
Jonathan_Craft,1,0,
diaramafeed,1,0,
ByungJaeLee,1,0,
Dhairya_Dalal,1,0,
tuckerhiggins,1,0,
MichellWoodruff,1,0,
WIProud,1,0,
peterpalmieri,1,0,
bryanmparsons,1,0,
EyeingAnkara,1,0,
HiddenBrain,1,0,
GeneHealy,1,0,
BenJCoulson,1,0,
smithzach,1,0,
MarissaASG,1,0,
Meir_J,1,0,
dankenney_,1,0,
CPMinCA,1,0,
bnashat,1,0,
igorversteeg,1,0,
kirbymsmith,1,0,
harrybradwell,1,0,
markdjarvis,1,0,
BearGreenZ,1,0,
D_Hoehler,1,0,
OurJChamberlain,1,0,
simonterrington,1,0,
21law,1,0,
postpolitics,1,0,
SEASolicitorCJS,1,0,
lucaspuente,1,0,
SteveKornacki,1,0,
jsinger,1,0,
barneykeller,1,0,
carlosbravoreg,1,0,
LFargotstein,1,0,
UselessRubbish,1,0,
kenhalla,1,0,
KESSAyTESSA,1,0,
sanchk,1,0,
RyanMcClafferty,1,0,
ericlitmer,1,0,
1600PennAve_DC,1,0,
darrwest,1,0,
JBWogan,1,0,
shhmn,1,0,
ATrelles,1,0,
JessBonsall,1,0,
MissingPundit,1,0,
SocialScienceRe,1,0,
justinwolfers,1,0,
Drvxd,1,0,
sahibagill,1,0,
AmPolitikk,1,0,
BarbaraSt,1,0,
AlisonLoat,1,0,
ordoetchao,1,0,
kayMAC128,1,0,
maxframschwartz,1,0,
tolascas,1,0,
hardsci,1,0,
NYCNette,1,0,
mireilleperzan,1,0,
dktr_dr,1,0,
BDStanley,1,0,
janraudszus,1,0,
AL_JOANNES,1,0,
jdseib,1,0,
jerphil79,1,0,
thepolitigeek,1,0,
emilymbadger,1,0,
AmLiberal2,1,0,
JonnyFitzGibbon,1,0,
jasonrossarnold,1,0,
rgdonayre,1,0,
UnityPolitics,1,0,
pafborg,1,0,
BCSScholar,1,0,
LexyJill,1,0,
TheJaredHall,1,0,
betsylevyp,1,0,
wild_sweetpea,1,0,
DonShall,1,0,
mayamccourt,1,0,
PoliSci_Tweets,1,0,
elocutionary,1,0,
neuguy,1,0,
shirilevari,1,0,
FondationMSH,1,0,
DrChrisMoore,1,0,
SocialStream1,1,0,
JaciKettler,1,0,
KenNeville,1,0,
DrVMDS,1,0,
APTVRG,1,0,
Nick_Odato,1,0,
sosialisti,1,0,
Moby_Hick,1,0,
MainelyRich,1,0,
t_stclair,1,0,
xpostfactoid1,1,0,
goodnbadstuff,1,0,
alexbrassard,1,0,
Lawlitics,1,0,
astras,1,0,
robertvesco,1,0,
knifefightmovie,1,0,
tonybertelli,1,0,
kimberlyihughes,1,0,
barometerintel,1,0,
lhartman,1,0,
apowe1l,1,0,
Formikonepazzo,1,0,
JaredWalczak,1,0,
Eptins,1,0,
esydnor,1,0,
USIP,1,0,
Wojnar44,1,0,
voteview,1,0,
bmconley,1,0,
Betsy_at_APSA,1,0,
ElaineByrne,1,0,
econandpolitics,1,0,
lpettingill,1,0,
SandraMPerez,1,0,
AndrewHartwell,1,0,
rsurribarri,1,0,
AcademicBib,1,0,
thewaiter67,1,0,
MikeRussellMcK,1,0,
fpardo87,1,0,
BenjaminToff,1,0,
AjayM14,1,0,
SebLinares,1,0,
MichaelCHerron,1,0,
gravellematt,1,0,
jhshannon,1,0,
RodgerPayne,1,0,
jilliane2,1,0,
surpassthepast,1,0,
flashflicker,1,0,
aggiflinki,1,0,
Rayzerochaos,1,0,
apievandehoek,1,0,
mccra008,1,0,
micalarica,1,0,
JeffsfOhh,1,0,
lillynottingham,1,0,
BrookingsGS,1,0,
Bruce100,1,0,
TonyFratto,1,0,
CoreyJacobson,1,0,
rovingbandit,1,0,
parablelephant,1,0,
cjkatt,1,0,
jeffersondewitt,1,0,
BrendanNyhan,1,0,
m_clem,1,0,
Tim_M28,1,0,
DBarnardWills,1,0,
sam_a_bell,1,0,
mattmfm,1,0,
MariusVerhage,1,0,
Haddringaz,1,0,
DEdwardBeck,1,0,
briangold,1,0,
gottago60,1,0,
politicalsushi,1,0,
thomaslandgraf,1,0,
MisterLib1776,1,0,
EL_Swan,1,0,
AABoyles,1,0,
Rule22blog,1,0,
jamiesw,1,0,
sausagelincs,1,0,
jdanenbe,1,0,
scotta_clifford,1,0,
iwentdownRiver,1,0,
jfalbertos,1,0,
WadsworthAmGov,1,0,
FVAP_Director,1,0,
dwit11,1,0,
kstranman,1,0,
RickWhitaker,1,0,
yfiirum,1,0,
Liam_ODonoghue,1,0,
sorope,1,0,
DaveAHopkins,1,0,
minnes,1,0,
sabedepolitica,1,0,
MsKlimowich,1,0,
IHSAcademic,1,0,
tmann619,1,0,
FoBoBlo,0,0,
bufordhectorman,0,0,
wfrick,0,0,
jennagiesta,0,0,
amarapossian,0,0,
johnandsci,1,0,
Jbaldassare,1,0,
HarryWaisbren,1,0,
PoliticaleMBe,1,0,
artylarry,1,0,
lesaperry,1,0,
DataDefenders,1,0,
havapartners,1,0,
TarheelMetal,1,0,
jose_ribeir0,1,0,
hilango,1,0,
KevPhilpott,1,0,
kopalo,1,0,
Sweetishfish10,1,0,
jonkarl,1,0,
irfan23,1,0,
jlbeyer,1,0,
KsaysJoc,1,0,
whenthishappens,1,0,
andbknd,1,0,
dhnexon,1,0,
domingosmiguel,1,0,
ClausewitzC,1,0,
drambrosini,1,0,
vote_QA,1,0,
binaryfootprint,1,0,
ProgressJones,1,0,
graemedblair,1,0,
Max_Yurkofsky,1,0,
nicmend,1,0,
rickklein,1,0,
Detective_Vip,1,0,
ncarlotto,1,0,
RolandoKarla11,1,0,
2chambers,1,0,
randomsubu,1,0,
greteltruong,1,0,
gmartian,1,0,
KateBennett_CF,1,0,
warincontext,1,0,
KatieVEBrown,1,0,
discobulldawg,1,0,
williamholby,1,0,
ajwunrow,1,0,
pableaux,1,0,
clodagh_walsh,1,0,
bkford,1,0,
jmartpolitico,1,0,
missdesiree,1,0,
VincentR,1,0,
Aivlys99,1,0,
mkhouck,1,0,
nbalster,1,0,
Badgerfin,1,0,
rachaelhelene,1,0,
credstrategist,1,0,
oldirishpunk,1,0,
TheWeek,1,0,
SethAMandel,1,0,
BARRISJ,1,0,
charlesimperio,1,0,
gwagen,1,0,
thothiel,1,0,
notthathillary,1,0,
Dmeistergeneral,1,0,
OopaliOperajita,1,0,
notjessewalker,1,0,
christianmunthe,1,0,
ParlGov,1,0,
RaisingHaleCT,1,0,
simeontalley,1,0,
observersquared,1,0,
NappNazworth,1,0,
HabitDoc,1,0,
GregoryEady,1,0,
enomalas,1,0,
takhalus,1,0,
HareChristopher,1,0,
alxbx,1,0,
tmlbk,1,0,
MattBeckmann,1,0,
JNSeawright,1,0,
vwatcher2010,1,0,
icedborscht,1,0,
jdcollens,1,0,
silverkatx,1,0,
willwilkinson,1,0,
boutaleo,1,0,
KhalMojoJojo,1,0,
rasbery101,1,0,
Angel_DevoiD,1,0,
LatAmCommunique,1,0,
en_tre,1,0,
supremecrapmum,1,0,
MagglesDC,1,0,
scientrepreneur,1,0,
ttacke,1,0,
michelleshafer,1,0,
PaulSaba,1,0,
Rice_Heather,1,0,
aleixands,1,0,
RyanJSuto,1,0,
leggilo,1,0,
bjaroenwong,1,0,
abbyalger,1,0,
shawngude,1,0,
introtoir,1,0,
MurieMardera,1,0,
__queli,1,0,
carlymjacobs,1,0,
NewAgeX,1,0,
Hunter_Maxin,1,0,
cheaptalk,1,0,
dumererl,1,0,
R8YourSenator,1,0,
R8YourGovernor,1,0,
R8YPCanada,1,0,
KattieKo,1,0,
drupanation,1,0,
thadhall,1,0,
arnavdshah,1,0,
Bonneau_Says,1,0,
EJHub,1,0,
melinaplatas,1,0,
zcallen,1,0,
Da_Annushka,1,0,
AlexandreDee,1,0,
agusticolomines,1,0,
EricHorow,1,0,
commscholar,1,0,
UtahDataPoints,1,0,
JHNUNN,1,0,
thomasjschultz,1,0,
profseitz,1,0,
Devbd,1,0,
josecamoessilva,1,0,
carlislerainey,1,0,
laurenrprather,1,0,
BerghahnPoliSci,1,0,
PeterHansonDU,1,0,
traumleben,1,0,
HappyPure,1,0,
alexis_levinson,1,0,
cescamat,1,0,
fanny_bedard,1,0,
MattKeeler,1,0,
TheSerumMag,1,0,
lvfarello,1,0,
henryfarrell,1,0,
linneaturco,1,0,
maddie_lives,1,0,
prippere,1,0,
mallendo,1,0,
dfg83,1,0,
mcdaniel0214,1,0,
dfreelon,1,0,
RuthKappes,1,0,
Husnulmedan,1,0,
Diego_Gutierrez,1,0,
AureaCRF,1,0,
nickrandel,1,0,
CanvassOpinion,1,0,
madeleinemorgen,1,0,
mandyfatemi,1,0,
Mr_Berman,1,0,
ARStrasser,1,0,
markcarpenter86,1,0,
MarkEtWords,1,0,
RussellSageFdn,1,0,
DStraussTheHill,1,0,
soodoku,1,0,
fh84,1,0,
dsdkyk,1,0,
PSwasHere,1,0,
agentska,1,0,
staceann05,1,0,
cksopher,1,0,
pollykarp,1,0,
Polly_at_APSA,1,0,
APSAtweets,1,0,
APSAMeetings,1,0,
gwg,1,0,
NortonPoliSci,1,0,
rrhcdt,1,0,
JulioMastodon,1,0,
fairelescourses,1,0,
jeffhauser,1,0,
mikenizza,1,0,
100gadgets,1,0,
strangedesign9,1,0,
jp_mcginnis,1,0,
correto87,1,0,
BenSuarato,1,0,
amishare,1,0,
mcalvin,1,0,
Batteriechef,1,0,
0_h_r_1,1,0,
viewiown,1,0,
NDWeidner,1,0,
amanda_smith826,1,0,
EmilySkarbek,1,0,
siddhharia,1,0,
DrCiv,1,0,
realtmobile,1,0,
jorenbailliere,1,0,
crookedfootball,1,0,
StanfordEthics,1,0,
mvcost,1,0,
BrennanCenter,1,0,
thegoldston,1,0,
gomyd,1,0,
hedmanj,1,0,
upwardspyral,1,0,
carolinechumo,1,0,
benjamingeer,1,0,
erochapter,1,0,
NottsProfSteve,1,0,
danielrallen,1,0,
optimusprime17,1,0,
senorazul,1,0,
lknobel,1,0,
DrootScoot,1,0,
richdiner,1,0,
BluePen9uin,1,0,
owiero,1,0,
RetireRevised,1,0,
MrSeanRoper,1,0,
knitmomwi,1,0,
dgthompson,1,0,
Suztree3320,1,0,
vautrin,1,0,
rmd172,1,0,
poverty_action,1,0,
Chernynkaya,1,0,
CongressCloseUp,1,0,
lisa_gandy,1,0,
emeyersson,1,0,
MAPstr,1,0,
carbontag,1,0,
antoniodias,1,0,
Albosinensis,1,0,
RicardoTufinio,1,0,
emmarosekrause,1,0,
rydenorama,1,0,
adrianaguida,1,0,
AbbeyNiezgoda,1,0,
GarethIdeas,1,0,
charlesbreton,1,0,
jamesnewburg,1,0,
WBPolitics,1,0,
ozzycelik,1,0,
torewig,1,0,
felixhaass,1,0,
girouxx,1,0,
yngnfre,1,0,
cdsamii,1,0,
dka211,1,0,
venunallore,1,0,
SchlFinance101,1,0,
Sweetpanda1969,1,0,
MustafaNusraty,1,0,
MedianVoter,1,0,
amietsang,1,0,
robglover2009,1,0,
LindaPolitics,1,0,
WGeller,1,0,
Kendhammer,1,0,
LikeTheLetterQu,1,0,
chrismuellercm,1,0,
cisepapucp,1,0,
likeasophmore,1,0,
MoynihanPatrick,1,0,
VincentFar,1,0,
brianmullis,1,0,
Karlyntypem,1,0,
WSJIdeasMarket,1,0,
Jeanruhl,1,0,
karamdana,1,0,
MonkeyLoving,1,0,
positivist81,1,0,
bmccorkle1,1,0,
DrSeabrook,1,0,
JJ_159,1,0,
damienmoule,1,0,
delexical,1,0,
bro_chi_minh,1,0,
HelvidiusGroup,1,0,
camacian,1,0,
melly_g,1,0,
bwaldbillig,1,0,
AmberWichowsky,1,0,
la_juleniux,1,0,
DSwimm,1,0,
shabanapanikar,1,0,
TheChunkyMonkee,1,0,
annalouiesuss,1,0,
GregMcQueen2,1,0,
zx999,1,0,
ColumbiaUP,1,0,
gracierios,1,0,
jan_ssh,1,0,
nospoonshow,1,0,
GabyEvia,1,0,
pporlock,1,0,
andrewscheuber,1,0,
NinaJS,1,0,
imerkat,1,0,
Propagandist_,1,0,
clairepjohnson,1,0,
shankerblog,1,0,
johnpvalentine,1,0,
sebastmarsh,1,0,
PCMagalhaes,1,0,
mdubnick,1,0,
jkertzer,1,0,
roundtrip,1,0,
paleobiology,1,0,
podoomda,1,0,
fabulos1234,1,0,
sfouch,1,0,
SaveUSIP,1,0,
Patztense,1,0,
sboteroc,1,0,
IDS_UK,1,0,
drbvaler,1,0,
hc_ipe,1,0,
AchillesRapBad,1,0,
okatetsu,1,0,
smsaideman,1,0,
ML_915l,1,0,
tongtang_Zeed,1,0,
Zenman1550,1,0,
pbumpylo,1,0,
PlanetPOV,1,0,
mengkai_d,1,0,
jgreeleyjr,1,0,
GregWeeksUNCC,1,0,
Mirandamia10,1,0,
dailydavedose,1,0,
DrSeanHanley,1,0,
mikeallen,1,0,
LorteShowet,1,0,
khvilsted,1,0,
PazRdn,1,0,
mccormackdm,1,0,
bolatso,1,0,
orgfarmer,1,0,
StraubingerDK,1,0,
kearney210,1,0,
lorientree,1,0,
alexvhj,1,0,
spelunke77,1,0,
cblatts,1,0,
edesposti,1,0,
djg249,1,0,
DavidTuition,1,0,
mondananaa,1,0,
IgnacioJurado,1,0,
robreich,1,0,
deeplidder,1,0,
shashj,1,0,
starnight2222,1,0,
jpbach,1,0,
tojilan,1,0,
MCarnesSJ,1,0,
ItchyTinyMonkey,1,0,
nullvoid9,1,0,
alyxmark,1,0,
gregorysanders,1,0,
pkcar,1,0,
grandstarx,1,0,
michaelpfalcone,1,0,
msantoro1978,1,0,
Korsnes,1,0,
EdPCoughlan,1,0,
mstalanquer,1,0,
BellCV,1,0,
AlexanderFurnas,1,0,
jarrodmyrick,1,0,
DML919,1,0,
kesearles,1,0,
apisanty,1,0,
marcambinder,1,0,
camwimpy,1,0,
insidegov,1,0,
NeilTBaer,1,0,
BeyondtheChoir,1,0,
13natas13420,1,0,
BenClarkPhD,1,0,
charlesdahan,1,0,
wmacmillan,1,0,
p78e,1,0,
depistemology,1,0,
goranutan,1,0,
ineslevin,1,0,
hockeyisgood,1,0,
OPOSSEMorg,1,0,
GrassrootsCan,1,0,
dkingofABC,1,0,
Vindex_D,1,0,
ntyork,1,0,
PestiEsti,1,0,
bryanmathew2189,1,0,
NOLA_Finance,1,0,
twhite80,1,0,
JamesPCross,1,0,
MellieZa,1,0,
jlneiman,1,0,
heterophilous,1,0,
jordanparisse,1,0,
lucasheldfond,1,0,
jlupf,1,0,
CLEARSUBSTANCE,1,0,
El_huizapol,1,0,
CartneyWV,1,0,
econeire,1,0,
DavidJandura,1,0,
barclay_shields,1,0,
Kelbx12,1,0,
shelbilynn97,1,0,
WebHubTel,1,0,
tcraggs22,1,0,
jay_ulfelder,1,0,
vaughanhedges,1,0,
PCWPolWrestling,1,0,
pfernandezvz,1,0,
teenie0128,1,0,
margaritateresa,1,0,
christiangrose,1,0,
GoodyJane,1,0,
BrianMcGraw_,1,0,
nujateri,1,0,
vargheseanand,1,0,
gronke,1,0,
MrPinko,1,0,
shanemoynihan,1,0,
jerry_jones_,1,0,
hope_mw,1,0,
juhemnr,1,0,
Askthecrowd_uk,1,0,
davidkahane,1,0,
bill_wilkerson,1,0,
ericaplume,1,0,
greggiroux,1,0,
rockymtnhigh,1,0,
lukobe,1,0,
BioImperial,1,0,
anandvemuri,1,0,
jasonflohrs,1,0,
jtlevy,1,0,
phhensley,1,0,
BubbahJim,1,0,
lbeuman,1,0,
decebo,1,0,
rjm328,1,0,
M740,1,0,
RebeccaRebekah,1,0,
Godot793,1,0,
needham_chris,1,0,
abwhitford,1,0,
jcbeam,1,0,
libloc,1,0,
MaxDelahanty,1,0,
PierreLouisR,1,0,
Bolboreta73,1,0,
adammcash,1,0,
allevolve,1,0,
AEWK,1,0,
JRM87,1,0,
6qCreative,1,0,
416_musings,1,0,
ScottFAbramson,1,0,
monkeyvoice,1,0,
StayGREEN97,1,0,
niamiga21,1,0,
abmathewks,1,0,
NJBeckstead,1,0,
curtyowell,1,0,
cegme,1,0,
MagellanStrat,1,0,
blueprintadvllc,1,0,
AlinaLavinia,1,0,
rclotion,1,0,
mlosantiago,1,0,
Louisiana_Poll,1,0,
Dingo_Pug,1,0,
TyboRemixed,1,0,
napaxton,1,0,
bismarckreturns,1,0,
chr1sdb,1,0,
SteveMilton63,1,0,
hamseem,1,0,
ww2asia,1,0,
leloveluck,1,0,
jasonlifton,1,0,
bilda06,1,0,
ScottSundsvold,1,0,
GaryCBone,1,0,
caferabbit,1,0,
tylercowen,1,0,
jmerzie,1,0,
AshleyHarvick,1,0,
existentialfish,1,0,
dashnva,1,0,
PLS101,1,0,
saraheliela,1,0,
fairphantome,1,0,
CMSeeberger,1,0,
LauraZAllen,1,0,
adzlor,1,0,
AEKirzinger,1,0,
UTgrad,1,0,
Fredkling,1,0,
jamesdyson4,1,0,
ploge,1,0,
spencergriffin,1,0,
iboudreau,1,0,
jjackson5152,1,0,
mqsawyer,1,0,
julesevans77,1,0,
polanalysis,1,0,
rmichaelalvarez,1,0,
WiseAsTheWind,1,0,
maxwellwise,1,0,
AROFL,1,0,
LindsayBembenek,1,0,
dalgoso,1,0,
mradio,1,0,
AreFlaten,1,0,
staleh,1,0,
JohnKomnenos,1,0,
UnitedKidsPower,1,0,
evgenymorozov,1,0,
SusieReedy,1,0,
moisescohen,1,0,
mcdickenson,1,0,
dbroward,1,0,
jdtpaganelli,1,0,
emarty,1,0,
strike3e5,1,0,
Diagrammatics,1,0,
CuDynamics,1,0,
jvagle,1,0,
richandcom,1,0,
E_Wall,1,0,
Freshorses,1,0,
Gold__Monkey,1,0,
tomphilpott,1,0,
junglespam,1,0,
ybalagian,1,0,
spkirwan,1,0,
americanmirror,1,0,
dan_treglia,1,0,
TiagoDF,1,0,
mjposada,1,0,
CalvinFoster,1,0,
TheCamelsNose,1,0,
Timo_MrProducer,1,0,
AMFeehery,1,0,
jnhull,1,0,
rolandholguin,1,0,
garyvalan,1,0,
Celhay,1,0,
mjensley,1,0,
steveolson,1,0,
BradSmithUNC,1,0,
KurzonLLP,1,0,
alistoyan,1,0,
ajdahler,1,0,
hsherman,1,0,
axpd,1,0,
mynameismonkey0,1,0,
nocodecub,1,0,
gooddayatwork,1,0,
gabegluck,1,0,
PoliticoArena,1,0,
Britannica,1,0,
tompin,1,0,
SSTunic,1,0,
apebook,1,0,
trdeghett,1,0,
The_CHIMPANZEE,1,0,
vcabbyv,1,0,
sarahbauerle,1,0,
cheesefactories,1,0,
maxforeman,1,0,
rockwiththebest,1,0,
GenderPolitics,1,0,
freddieoconnell,1,0,
columbiacity,1,0,
katforrester,1,0,
zackpacker,1,0,
nybooks,1,0,
BostonReview,1,0,
KHobertFlynn,1,0,
Demos_Org,1,0,
ralphehanson,1,0,
KidKotok,1,0,
rachelisan00b,1,0,
jeremy_padgett,1,0,
Dereich75,1,0,
VanFSmith,1,0,
abrodsky3,1,0,
mikealeo,1,0,
carterkalchik,1,0,
kctrommer,1,0,
drcrosson,1,0,
joeldinda,1,0,
scottheiser,1,0,
jonathanjantz,1,0,
metatnd,1,0,
englertr,1,0,
tracymayfield3,1,0,
wwmmsea,1,0,
Thomas_FA,1,0,
tomurell,1,0,
brudny,1,0,
robstengel,1,0,
Jon_D_Berry,1,0,
clockrhymer,1,0,
Enstone,1,0,
degal,1,0,
coug88,1,0,
prothumia,1,0,
aawalk,1,0,
rollzroix,1,0,
mrogers716,1,0,
ecoworkprog_uo,1,0,
agmail,1,0,
TheFix,1,0,
Igersheim,1,0,
joemielke,1,0,
dan_dodd,1,0,
SMRWW,1,0,
poliscispike,1,0,
dominique11,1,0,
jboxt1,1,0,
n1vux,1,0,
fieldjoshua,1,0,
askbal,1,0,
lukedones,1,0,
inconspicuous,1,0,
RandolphBriley,1,0,
bryan_z,1,0,
pjallen2,1,0,
HH57,1,0,
jeffreybillman,1,0,
LoganDobson,1,0,
caseygb,1,0,
jaxensmommy,1,0,
MaraNicandroNMT,1,0,
pilartg,1,0,
thegarance,1,0,
yunhsiu0811,1,0,
plungerman,1,0,
DoctorPaul,1,0,
ioanfaur,1,0,
yeliabneb,1,0,
necprof,1,0,
UsVotes,1,0,
PNS_TWEET,1,0,
randomvariable,1,0,
ConsueloVander,1,0,
thematt523,1,0,
kelleher_,1,0,
bcook1132,1,0,
Nolan,1,0,
fivethirtyeight,1,0,
seanbrennan90,1,0,
alexthedude,1,0,
RyanMLaRochelle,1,0,
chrisbrooke,1,0,
davekarpf,1,0,
pinardinck,1,0,
CNHorn,1,0,
JaneSuit,1,0,
rahmetoff,1,0,
Tom_I_Little,1,0,
kyledropp,1,0,
eaoldmixon,1,0,
shiwaseneko,1,0,
LemieuxLGM,1,0,
magdag,1,0,
jamesrydberg,1,0,
YouGov,1,0,
michelfloyd,1,0,
